RowID;Data;Id;Ambiente;Nome_Rota;No Answer;Failed;Answered;Busy;Total;% No Answer;% Failed;% Answered;% Busy;
203;2020-04-06T03:00:00.000Z;130;2;TenTec ITX Movel;0;0;3;0;3;0%;0%;100%;0%
204;2020-04-06T03:00:00.000Z;138;2;KMG Baldussi ITX - Movel;65058;91711;9101;1562;167432;39%;55%;5%;1%
205;2020-04-06T03:00:00.000Z;139;1;KMG Ypy ITX - Movel;4740;10797;996;92;16625;29%;65%;6%;1%
206;2020-04-06T03:00:00.000Z;140;2;Baldussi ITX - Movel;900;633;2849;27;4409;20%;14%;65%;1%
207;2020-04-06T03:00:00.000Z;140;1;Ypy ITX - Movel;95;0;545;3;643;15%;0%;85%;0%
208;2020-04-06T03:00:00.000Z;149;2;EBS 7 - 60194;538;20434;70;0;21042;3%;97%;0%;0%
209;2020-04-06T03:00:00.000Z;153;1;KMG Ypy ITX - Fixo;3608;4467;662;175;8912;40%;50%;7%;2%
210;2020-04-06T03:00:00.000Z;154;1;Ypy ITX - Fixo;1171;422;511;39;2143;55%;20%;24%;2%
211;2020-04-06T03:00:00.000Z;161;1;KMG TenTec ITX - Movel;933;9656;586;39;11214;8%;86%;5%;0%
212;2020-04-07T03:00:00.000Z;12;4;EBS 1 - 61286;13508;5031;1049;0;19588;69%;26%;5%;0%
213;2020-04-07T03:00:00.000Z;22;2;EBS 0 - 108406;7162;2911;588;0;10661;67%;27%;6%;0%
214;2020-04-07T03:00:00.000Z;24;2;EBS 2 - 111848;6598;3089;552;0;10239;64%;30%;5%;0%
215;2020-04-07T03:00:00.000Z;25;2;EBS 5 - 59329;9690;4915;526;7;15138;64%;32%;3%;0%
216;2020-04-07T03:00:00.000Z;27;4;KMG Ypy ITX - Fixo;5539;5916;1483;275;13213;42%;45%;11%;2%
217;2020-04-07T03:00:00.000Z;28;4;Ypy ITX - Fixo;10735;5751;3658;322;20466;52%;28%;18%;2%
218;2020-04-07T03:00:00.000Z;36;1;EBS 3 - 60205;6594;20364;424;0;27382;24%;74%;2%;0%
219;2020-04-07T03:00:00.000Z;38;4;KMG - TenTec ITX Movel;10147;28935;4167;202;43451;23%;67%;10%;0%
220;2020-04-07T03:00:00.000Z;39;4;TenTec ITX Movel;187;35;779;7;1008;19%;3%;77%;1%
221;2020-04-07T03:00:00.000Z;41;4;EBS 3 - 38482;5684;1635;377;0;7696;74%;21%;5%;0%
222;2020-04-07T03:00:00.000Z;47;1;EBS 11 - 44537;752;34935;25;0;35712;2%;98%;0%;0%
223;2020-04-07T03:00:00.000Z;47;4;Baldussi ITX - Movel;50;7;1068;5;1130;4%;1%;95%;0%
224;2020-04-07T03:00:00.000Z;51;2;EBS 3 - 51747;4535;5293;677;18;10523;43%;50%;6%;0%
225;2020-04-07T03:00:00.000Z;56;2;EBS 1 - 108386;11232;5044;422;0;16698;67%;30%;3%;0%
226;2020-04-07T03:00:00.000Z;59;1;EBS 13 - 67419;11922;5266;590;0;17778;67%;30%;3%;0%
